,number_sta,lat,lon,height_sta,date,dd,ff,precip,hu,td,t,psl
19470586,56137001,47.722,-2.727,132.0,20181121 09:24,140.0,4.7,0.0,83.0,274.45,277.05,100930.0
23777879,7131001,44.54,4.37,280.0,20170727 05:24,20.0,1.8,0.0,70.0,286.65,292.25,101460.0
37783912,83153001,43.08,5.94,134.0,20161122 11:06,80.0,8.3,0.0,96.0,287.65,288.25,101340.0
17858290,36018004,46.63,1.09,108.0,20171025 22:54,,,0.0,,,,
41620098,6083005,43.79,7.49,216.0,20161225 14:12,320.0,1.1,0.0,72.0,279.75,284.65,
12562861,30176002,43.95,3.58,640.0,20170420 00:12,30.0,4.9,0.0,34.0,262.45,276.95,
37614535,74035001,45.823,5.945,375.0,20181116 11:12,,,0.0,,,282.15,
25881823,34311001,43.438,3.4,40.0,20160811 03:00,300.0,3.8,0.0,46.0,278.35,290.05,
22913855,7101002,44.41,4.3,107.0,20170719 16:06,,,0.0,,,,
7927413,50410003,48.575,-1.47,39.0,20180513 18:54,330.0,3.5,0.0,78.0,280.45,284.15,
1202538,84107002,44.041,5.493,836.0,20160111 11:18,280.0,4.7,0.0,81.0,278.45,281.55,
18328716,69114001,45.977,4.65,290.0,20180607 01:48,,,0.0,96.0,287.95,288.55,
39089952,83042001,43.262,6.51,20.0,20181128 07:48,,,0.0,,,277.55,
8773114,79320002,46.46,-0.46,100.0,20160527 22:06,,,0.0,,,288.85,
6333588,50484002,48.564,-1.097,95.0,20180417 08:00,,,0.0,,,285.05,
7574508,61169003,48.75,-0.59,195.0,20170507 02:30,320.0,1.8,0.0,96.0,282.05,282.65,
1624187,11333001,43.0,2.05,601.0,20180115 02:00,240.0,3.2,0.0,97.0,275.95,276.65,
34696105,19136002,45.53,2.15,670.0,20161026 17:30,,,0.0,,,283.15,
22083902,13111002,43.55,5.68,565.0,20170712 09:42,280.0,3.4,0.0,33.0,283.95,301.75,
34830906,5120002,44.766,6.984,1670.0,20171101 04:00,130.0,0.7,0.0,68.0,261.55,266.45,
6240023,23008004,45.958,2.188,486.0,20170223 19:42,,,0.0,,,280.45,
8982242,42005001,45.53,4.29,402.0,20170319 19:12,0.0,0.0,0.0,71.0,280.65,285.75,101710.0
31674995,26327001,44.69,5.43,545.0,20171004 13:00,340.0,3.8,0.0,57.0,284.15,292.95,
30896789,6037002,43.752,6.923,1268.0,20180921 14:48,110.0,2.7,0.0,77.0,288.15,292.25,
8545318,81115002,43.48,2.66,448.0,20180315 12:12,250.0,6.5,0.0,40.0,275.75,289.35,
14790155,37067003,47.26,0.4,60.0,20170904 20:42,,,0.0,,,,
12671937,74266001,45.931,6.767,815.0,20180420 00:24,,,0.0,,,280.95,
15789879,42128001,45.93,4.31,610.0,20170518 05:06,,,0.0,,,,
12557404,5126001,44.39,5.46,625.0,20160418 05:54,320.0,0.6,0.0,97.0,275.75,276.15,
21646939,60566001,49.62,1.79,206.0,20161227 12:06,140.0,1.6,0.0,77.0,275.55,279.25,
169741,38191002,45.09,6.09,1860.0,20170102 10:54,250.0,2.2,0.0,18.0,254.55,276.75,
32163405,13055029,43.31,5.48,192.0,20161004 13:06,230.0,3.3,0.0,31.0,279.85,298.15,
19467244,27056003,49.1,0.56,166.0,20171121 20:48,210.0,3.8,0.0,85.0,281.35,283.75,
15925333,28305001,48.181,1.468,129.0,20180923 23:30,,,0.0,91.0,279.35,280.75,
8335206,34055003,43.67,2.98,424.0,20170314 03:18,,,0.0,,,282.75,
25100080,42102002,45.56,4.44,804.0,20160804 08:54,,,0.0,,,294.25,
1371674,26307001,45.01,5.29,308.0,20170112 18:48,,,0.0,,,,
6397343,20307002,42.38,9.52,17.0,20160225 07:12,,,,87.0,279.85,281.95,
9214215,38133001,45.36,5.6,300.0,20160320 12:30,250.0,0.8,0.0,54.0,278.55,287.75,
555513,7294001,44.3,4.26,149.0,20180105 19:18,,,0.0,,,,
38753659,4134002,44.33,6.03,665.0,20171205 03:48,0.0,0.0,0.0,94.0,264.65,265.45,
3746084,38538002,45.22,5.85,220.0,20170202 06:24,40.0,2.4,0.0,97.0,275.15,275.55,101510.0
1664682,29075001,48.44,-4.41,95.0,20160129 02:24,220.0,6.8,0.0,87.0,281.15,283.25,102990.0
18796682,83019002,43.195,6.379,88.0,20180611 01:36,360.0,1.5,0.0,95.0,288.25,289.05,
2348666,29155008,48.46,-5.06,39.0,20160209 15:00,,,,71.0,275.25,280.15,99600.0
32939220,26377003,44.34,5.06,247.0,20161011 07:42,,,0.0,,,,
25881017,83150002,43.73,5.78,271.0,20170814 15:36,140.0,5.1,0.0,22.0,279.95,304.15,
2028186,14216001,48.93,-0.15,155.0,20160204 05:18,220.0,5.0,0.0,90.0,276.25,277.75,
10633146,72181001,47.941,0.19,52.0,20180628 02:00,40.0,3.2,0.0,70.0,286.85,292.45,101890.0
15488169,19136002,45.535,2.155,670.0,20160513 07:06,,,0.0,,,,
28477012,13110003,43.45,5.7,264.0,20160902 11:24,280.0,3.3,0.0,26.0,283.35,305.25,
31401996,20148001,42.54,9.49,12.0,20171002 02:42,250.0,1.8,0.0,89.0,287.15,288.95,102070.0
19006452,74042003,46.068,6.385,450.0,20180612 20:48,80.0,3.4,0.0,96.0,286.65,287.25,
7039139,86165005,46.412,0.841,153.0,20180429 01:36,50.0,1.9,0.0,95.0,281.45,282.25,
15271557,76481001,49.53,0.09,95.0,20160913 02:18,100.0,4.5,0.0,58.0,286.95,295.65,100990.0
1096591,37240001,47.59,0.93,109.0,20170119 03:54,60.0,4.2,0.0,75.0,265.15,268.95,
14215100,26220010,44.359,5.115,316.0,20180503 04:18,,,0.0,,,,
11992080,38336001,45.479,4.811,295.0,20180414 04:54,150.0,3.2,0.0,82.0,279.85,282.75,
11048130,49020001,47.48,-0.61,48.0,20160704 21:12,190.0,1.2,0.0,88.0,287.15,289.15,102070.0
21762276,27347001,49.03,1.22,138.0,20161229 09:24,110.0,2.3,0.0,98.0,270.45,270.75,103910.0
16277525,85172001,46.83,-2.0,2.0,20160930 02:00,30.0,1.5,0.0,93.0,287.95,289.05,
4092148,79191005,46.32,-0.4,61.0,20180310 19:36,140.0,2.1,0.0,88.0,284.95,286.95,99720.0
11129732,23089001,46.352,1.985,306.0,20180706 07:54,270.0,1.8,0.0,82.0,288.85,291.95,
37601069,26179001,45.06,4.88,153.0,20171125 04:36,,,0.0,,,,
10257152,86097001,46.32,0.41,122.0,20170621 03:18,,,0.0,,,289.95,
12620576,81182004,43.73,2.36,566.0,20160418 18:48,20.0,3.4,0.0,49.0,271.35,281.45,
32587666,73329001,45.64,5.88,235.0,20171012 14:48,360.0,1.5,0.0,63.0,286.85,294.15,102550.0
27021436,7066800,44.698,4.649,212.0,20180819 20:00,,,0.0,47.0,285.25,297.25,
15889296,49331003,47.679,-0.873,25.0,20180923 09:06,,,0.0,,,293.35,
35150400,15122002,44.734,2.166,480.0,20181027 05:36,310.0,3.3,0.0,97.0,280.85,281.25,
23402176,83035001,43.252,5.785,418.0,20170723 22:48,340.0,5.3,0.0,58.0,286.75,295.45,101240.0
35610464,34217001,43.72,3.86,85.0,20171107 22:12,150.0,1.0,0.0,66.0,273.65,279.55,
5878898,50196001,49.7,-1.27,4.0,20160408 16:48,290.0,3.6,,,,,
5972798,1033002,46.09,5.81,350.0,20160221 16:00,250.0,0.7,0.0,54.0,281.15,290.55,
13089539,36173002,46.7,1.25,110.0,20170807 14:00,130.0,2.8,0.0,27.0,280.55,301.35,101310.0
21497165,34317001,43.79,3.46,620.0,20170707 06:48,,,0.0,,,292.65,
21494982,53159002,48.21,-0.54,107.0,20171225 16:36,,,0.0,,,278.95,
20609904,20114002,41.505,9.104,23.0,20180626 13:36,220.0,3.6,0.0,61.0,289.55,297.55,101650.0
10314724,79270003,46.42,-0.21,83.0,20160622 15:24,,,0.0,,,305.75,
21966762,83116022,43.48,5.85,294.0,20170711 09:00,260.0,2.8,0.0,51.0,289.75,300.75,
10594454,30339001,44.12,3.58,1564.0,20170402 20:12,350.0,14.5,0.0,98.0,274.15,274.45,
11126171,85153002,46.768,-1.053,82.0,20180706 06:24,,,0.0,,,290.85,
14962091,76171001,49.538,1.44,197.0,20180908 00:12,,,0.0,,,282.25,
38427500,5046001,44.57,6.5,877.0,20161128 00:30,50.0,1.4,0.0,78.0,271.75,275.15,
1793757,4126001,44.39,6.33,1197.0,20170116 10:24,,,0.0,,,270.65,
7547124,37122003,47.337,0.665,93.0,20180507 11:54,,,0.0,,,,
28738278,38095001,45.14,5.306,272.0,20160904 17:30,,,0.0,,,300.95,
12321063,41173002,47.9,1.52,129.0,20160726 02:24,,,0.0,,,,
7322059,86039001,46.28,0.19,148.0,20160502 20:36,,,0.0,,,285.15,
1608898,20016006,42.15,9.4,105.0,20180114 22:48,,,0.0,,,279.75,
5342703,11202001,42.92,3.06,40.0,20160216 06:24,300.0,12.5,0.0,66.0,271.25,277.05,102330.0
21870447,49191001,47.252,-0.436,73.0,20181229 09:36,160.0,1.2,0.0,98.0,276.55,276.85,
11093944,34151005,43.634,4.168,4.0,20180406 12:00,160.0,5.7,0.0,73.0,285.05,289.95,
2952359,3108001,46.19,2.96,650.0,20180126 12:12,,,0.0,,,277.55,
40484611,84031001,44.083,5.059,106.0,20181209 10:12,300.0,1.4,0.0,82.0,279.95,282.85,102020.0
1868607,69176001,45.666,4.692,367.0,20160117 05:54,,,0.0,,,,
36051620,6037002,43.752,6.923,1268.0,20181103 15:24,80.0,6.5,0.0,67.0,279.15,285.05,
12941667,56243001,47.605,-2.714,3.0,20170805 02:42,300.0,1.7,0.0,96.0,286.75,287.35,
35921029,34151005,43.63,4.17,4.0,20161106 09:12,310.0,2.4,0.0,64.0,278.05,284.65,
4432933,13004003,43.51,4.694,1.0,20170208 04:12,310.0,5.9,0.0,70.0,275.85,280.95,
9301942,73079003,45.55,6.17,370.0,20170322 14:18,,,0.0,,,,
5787484,13005003,43.31,5.6,130.0,20180219 20:18,340.0,0.9,0.0,91.0,274.65,275.95,
22202118,66212001,42.76,2.98,7.0,20170713 10:30,310.0,6.0,0.0,50.0,289.05,300.35,
41290411,83004004,43.451,6.471,55.0,20171227 05:48,,,0.2,,,280.65,
41425673,26361001,44.51,5.58,790.0,20161223 22:12,,,0.0,,,,
13486881,26328001,44.683,5.158,338.0,20180426 22:54,,,0.0,,,,
10040412,79270003,46.42,-0.21,83.0,20160618 02:00,,,0.0,,,283.35,
7801059,26258001,44.62,4.98,211.0,20180309 03:00,,,0.0,76.0,273.65,277.45,
13364167,30164001,44.222,4.345,318.0,20170426 23:48,360.0,3.0,0.0,89.0,276.45,278.15,
20000168,36006004,46.573,1.502,178.0,20181129 21:18,,,0.0,,,,
24635373,30339001,44.121,3.582,1564.0,20180730 13:24,180.0,3.1,0.0,60.0,287.65,295.85,
38626458,43096001,45.3,3.42,435.0,20161129 17:42,0.0,0.0,0.0,87.0,276.15,278.15,
10226167,44181001,47.01,-1.78,4.0,20160621 04:06,250.0,3.2,0.0,100.0,289.95,289.95,
32969488,6083005,43.786,7.489,216.0,20181009 03:24,10.0,4.0,0.0,46.0,281.05,293.05,
19712059,5061009,44.58,6.08,885.0,20170621 15:18,200.0,3.0,0.0,46.0,288.55,301.25,
19273366,13022003,43.22,5.5,212.0,20160615 10:12,80.0,1.6,0.0,66.0,285.55,292.05,
13950652,56166005,47.92,-3.34,75.0,20170821 21:18,,,0.0,,,294.55,
18113277,37067003,47.261,0.404,60.0,20181030 04:36,,,0.0,,,,
25298795,13022003,43.222,5.503,212.0,20180805 03:30,340.0,3.6,0.0,56.0,288.45,297.85,
9132149,76217001,49.932,1.089,40.0,20180602 21:30,0.0,0.0,0.0,80.0,284.85,288.25,102010.0
7481689,36107001,47.23,1.5,130.0,20160505 12:30,,,0.0,35.0,278.05,294.05,
31908378,81284001,43.91,2.12,171.0,20161002 07:30,0.0,0.0,0.0,91.0,285.95,287.45,101780.0
7883225,11333001,43.0,2.05,601.0,20180309 19:54,70.0,8.1,0.0,98.0,281.65,282.05,
30070076,38384001,45.364,5.313,386.0,20180914 14:30,340.0,5.1,0.0,52.0,285.45,295.85,101830.0
15313319,29120001,48.28,-4.44,83.0,20170913 15:12,260.0,6.1,0.0,90.0,284.75,286.35,100980.0
10928213,50129001,49.66,-1.63,19.0,20160702 21:12,250.0,7.0,,,,,
6477936,27422001,49.224,1.28,31.0,20180419 17:42,200.0,3.8,0.0,49.0,286.05,297.45,
9465957,36037001,46.95,1.77,177.0,20170607 19:00,,,0.0,64.0,284.05,290.95,
8856711,86039001,46.28,0.19,148.0,20170528 11:00,,,0.0,,,300.25,
17315753,3108001,46.19,2.96,650.0,20170531 13:06,,,0.0,,,289.25,
38538999,63125002,45.754,3.572,455.0,20171203 06:48,310.0,1.9,0.0,89.0,268.75,270.35,
19912347,1072001,46.204,5.288,260.0,20180620 15:00,,,0.0,,,302.55,
6214929,13028001,43.17,5.57,316.0,20180223 12:24,240.0,1.9,,,,,
15076330,36107001,47.23,1.5,130.0,20160909 20:36,,,0.0,,,,
22322959,26063002,44.278,5.271,390.0,20180711 00:12,,,0.0,,,,
14829977,28407001,48.258,0.91,235.0,20160905 18:12,320.0,2.0,0.0,72.0,290.25,295.55,
10010511,63006002,45.32,3.02,1270.0,20160327 08:48,,,0.0,,,273.15,
33174584,42019004,45.76,4.01,430.0,20171017 18:54,,,0.0,,,,
1757070,69174002,45.94,4.38,831.0,20160116 06:42,330.0,11.9,0.0,98.0,269.25,269.55,
34621436,23106002,46.23,2.36,400.0,20171030 08:30,50.0,4.0,,92.0,276.95,278.15,102650.0
940278,30209002,44.0,4.76,44.0,20160109 04:54,0.0,0.0,0.0,100.0,280.05,280.05,
